"duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_serror_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","attack","level"
0,"tcp","nnsp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1,1,0,0,0.03,0.19,0,255,1,0,0.17,0,0,1,1,0,0,"neptune",19
0,"tcp","time","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.08,0,0,0,0,1,1,"neptune",20
0,"tcp","uucp_path","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,11,0,0,1,1,0.04,0.06,0,255,11,0.04,0.06,0,0,0,0,1,1,"neptune",18
0,"tcp","whois","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,2,0,0,1,1,0.01,0.06,0,255,2,0.01,0.06,0,0,0,0,1,1,"neptune",18
0,"tcp","iso_tsap","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,10,1,1,0,0,0.04,0.06,0,255,10,0.04,0.06,0,0,1,1,0,0,"neptune",20
0,"tcp","daytime","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,16,1,1,0,0,0.1,0.08,0,255,16,0.06,0.09,0,0,1,1,0,0,"neptune",18
0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1,1,0,0,1,0,0,31,19,0.61,0.06,0.03,0,0.61,1,0,0,"neptune",18
0,"tcp","supdup","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1,1,1,0,0,0,0.07,0,255,1,0,0.08,0,0,1,1,0,0,"neptune",20
0,"tcp","iso_tsap","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,8,0,0,1,1,0.03,0.07,0,255,8,0.03,0.07,0,0,0,0,1,1,"neptune",18
0,"tcp","ssh","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,6,0,0,1,1,0.02,0.06,0,255,6,0.02,0.07,0,0,0,0,1,1,"neptune",19
0,"tcp","ftp","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,13,0,0,1,1,0.05,0.07,0,255,13,0.05,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","smtp","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,2,0,0,1,1,0.01,0.08,0,255,2,0.01,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","bgp","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4,0,0,1,1,0.03,0.06,0,255,4,0.02,0.06,0,0,0,0,1,1,"neptune",18
0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,1,0,0,1,1,0.01,0.07,0,78,1,0.01,0.12,0.01,0,0,0,1,1,"neptune",18
0,"tcp","echo","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,10,0,0,1,1,0.05,0.06,0,255,10,0.04,0.06,0,0,0,0,1,1,"neptune",20
0,"tcp","mtp","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,9,0,0,1,1,0.05,0.07,0,255,9,0.04,0.07,0,0,0,0,1,1,"neptune",18
0,"tcp","domain","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,8,0,0,1,1,0.03,0.07,0,255,8,0.03,0.06,0,0,0,0,1,1,"neptune",19
0,"tcp","name","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,2,0,0,1,1,0.01,0.08,0,255,2,0.01,0.07,0,0,0,0,1,1,"neptune",19
0,"tcp","netbios_dgm","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,6,1,1,0,0,0.03,0.07,0,255,6,0.02,0.08,0,0,1,1,0,0,"neptune",20
0,"tcp","bgp","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,8,0,0,1,1,0.03,0.07,0,255,8,0.03,0.07,0,0,0,0,1,1,"neptune",19
0,"tcp","imap4","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,14,0,0,1,1,0.06,0.06,0,255,14,0.05,0.07,0,0,0,0,1,1,"neptune",19
0,"tcp","ftp_data","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,12,1,1,0,0,0.07,0.09,0,255,12,0.05,0.09,0,0,1,1,0,0,"neptune",18
0,"tcp","finger","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,19,1,1,0,0,0.25,0.05,0,255,40,0.16,0.04,0.01,0,0.82,0.98,0.02,0,"neptune",17
0,"tcp","Z39_50","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,11,1,1,0,0,0.08,0.05,0,255,11,0.04,0.05,0,0,1,1,0,0,"neptune",18
0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,20,1,1,0,0,0.12,0.08,0,255,20,0.08,0.09,0,0,1,1,0,0,"neptune",18
0,"tcp","time","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,2,0,0,1,1,0.01,0.07,0,255,2,0.01,0.06,0,0,0,0,1,1,"neptune",19
0,"tcp","courier","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,6,1,1,0,0,0.05,0.07,0,255,6,0.02,0.06,0,0,1,1,0,0,"neptune",19
0,"tcp","netbios_ssn","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,17,1,1,0,0,0.11,0.1,0,255,17,0.07,0.09,0,0,1,1,0,0,"neptune",18
0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,147,1,1,0,0,1,0,0,255,255,1,0,0,0,1,1,0,0,"neptune",18
0,"tcp","login","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,19,0.32,0,0.68,1,0.18,0.06,0,255,19,0.07,0.05,0,0,0.61,0,0.39,1,"neptune",18
0,"tcp","auth","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,1,0,0,1,1,0,0.07,0,255,1,0,0.07,0,0,0,0,1,1,"neptune",18
0,"tcp","exec","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,20,0,0,1,1,0.15,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1,"neptune",19
0,"tcp","echo","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,4,0,0,1,1,0.02,0.06,0,255,4,0.02,0.06,0,0,0,0,1,1,"neptune",19
0,"tcp","mtp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,19,1,1,0,0,0.08,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0,"neptune",20
0,"tcp","mtp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,16,1,1,0,0,0.09,0.08,0,255,16,0.06,0.09,0,0,1,1,0,0,"neptune",18
0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,15,0,0,1,1,0.28,0.08,0,255,15,0.06,0.78,0,0,0,0,0.96,1,"neptune",18
0,"tcp","login","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,17,0,0,1,1,0.11,0.05,0,255,17,0.07,0.06,0,0,0,0,1,1,"neptune",20
0,"tcp","Z39_50","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,4,0,0,1,1,0.01,0.06,0,255,4,0.02,0.06,0,0,0,0,1,1,"neptune",18
0,"tcp","Z39_50","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.07,0,0,0,0,1,1,"neptune",19
0,"tcp","ctf","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,11,1,1,0,0,0.04,0.06,0,255,11,0.04,0.06,0,0,1,1,0,0,"neptune",20
0,"tcp","gopher","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,9,0,0,1,1,0.04,0.07,0,255,9,0.04,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,13,1,1,0,0,0.09,0.06,0,98,13,0.13,0.07,0.01,0,1,1,0,0,"neptune",18
0,"tcp","uucp","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,12,0,0,1,1,0.1,0.06,0,255,12,0.05,0.05,0,0,0,0,1,1,"neptune",19
0,"tcp","uucp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,1,1,0,0,0.01,0.06,0,255,1,0,0.06,0,0,1,1,0,0,"neptune",19
0,"tcp","discard","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.06,0,0,0,0,1,1,"neptune",19
0,"tcp","netbios_ns","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,20,1,1,0,0,0.12,0.09,0,255,20,0.08,0.1,0,0,1,1,0,0,"neptune",18
0,"tcp","systat","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,13,0,0,1,1,0.06,0.06,0,255,13,0.05,0.07,0,0,0,0,1,1,"neptune",18
0,"tcp","uucp_path","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,16,0,0,1,1,0.06,0.07,0,255,16,0.06,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","imap4","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,9,0,0,1,1,0.06,0.06,0,255,9,0.04,0.06,0,0,0,0,1,1,"neptune",20
0,"tcp","domain","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,12,0,0,1,1,0.04,0.06,0,255,12,0.05,0.06,0,0,0,0,1,1,"neptune",20
