"duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_serror_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","attack","level"
0,"tcp","systat","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,10,0,0,1,1,0.04,0.07,0,255,10,0.04,0.08,0,0,0,0,1,1,"neptune",20
0,"tcp","http_443","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,1,1,0,0,0.11,0.16,0,255,4,0.02,0.15,0,0,1,1,0,0,"neptune",18
0,"tcp","efs","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,19,0,0,1,1,0.16,0.05,0,255,19,0.07,0.05,0,0,0,0,1,1,"neptune",20
0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0.33,0.67,0,255,54,0.21,0.11,0,0,0,0,0.99,1,"neptune",12
0,"tcp","whois","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,5,1,1,0,0,0.02,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,"neptune",20
0,"tcp","gopher","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,10,0,0,1,1,0.05,0.06,0,255,10,0.04,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","link","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,9,1,1,0,0,0.05,0.08,0,255,9,0.04,0.09,0,0,1,1,0,0,"neptune",18
0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,0,0,1,1,0.32,0.07,0,255,58,0.23,0.11,0,0,0,0,0.99,1,"neptune",17
0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,9,0,0,1,1,0.04,0.08,0,255,9,0.04,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,1,1,0,0,0.38,0.06,0,255,24,0.09,0.05,0.01,0,0.83,0.5,0.02,0.12,"neptune",17
0,"tcp","imap4","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,13,0,0,1,1,0.06,0.08,0,255,13,0.05,0.08,0,0,0,0,1,1,"neptune",18
0,"tcp","ctf","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,14,1,1,0,0,0.05,0.05,0,255,14,0.05,0.06,0,0,1,1,0,0,"neptune",19
0,"tcp","name","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,14,1,1,0,0,0.08,0.09,0,255,14,0.05,0.09,0,0,1,1,0,0,"neptune",18
0,"tcp","name","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,15,0,0,1,1,0.07,0.07,0,255,15,0.06,0.07,0,0,0,0,1,1,"neptune",19
0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,1,1,0,0,1,0,0,115,51,0.44,0.15,0.01,0,0.37,0.82,0.04,0,"neptune",18
0,"tcp","netstat","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,20,0,0,1,1,0.08,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1,"neptune",20
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,17,1,1,0,0,0.14,0.06,0,128,17,0.13,0.07,0.01,0,1,1,0,0,"neptune",18
0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,1,1,0,0,0.23,0.1,0,255,62,0.24,0.03,0.01,0,0.81,0.79,0.02,0.05,"neptune",17
0,"tcp","ftp","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,19,0,0,1,1,0.08,0.07,0,255,19,0.07,0.08,0,0,0,0,1,1,"neptune",20
0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,13,0,0,1,1,0.05,0.06,0,158,13,0.08,0.08,0.01,0,0,0,1,1,"neptune",18
0,"tcp","auth","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,7,1,1,0,0,0.03,0.07,0,255,7,0.03,0.07,0,0,1,1,0,0,"neptune",20
0,"tcp","hostnames","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,0,0,1,1,0.04,0.06,0,255,6,0.02,0.06,0,0,0,0,1,1,"neptune",20
0,"tcp","ftp_data","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,10,0,0,1,1,0.04,0.07,0,255,10,0.04,0.08,0,0,0,0,1,1,"neptune",20
0,"tcp","netbios_ns","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,2,0,0,1,1,0.01,0.07,0,255,2,0.01,0.07,0,0,0,0,1,1,"neptune",19
0,"tcp","supdup","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1,0,0,1,1,0,0.07,0,255,1,0,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,1,1,1,0,0,0.01,0.06,0,208,1,0,0.06,0,0,1,1,0,0,"neptune",18
0,"tcp","name","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,5,0,0,1,1,0.02,0.06,0,255,5,0.02,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","supdup","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,5,1,1,0,0,0.03,0.09,0,255,5,0.02,0.09,0,0,1,1,0,0,"neptune",20
0,"tcp","name","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,7,0,0,1,1,0.03,0.07,0,255,7,0.03,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,1,1,0,0,0.21,0.12,0,255,64,0.25,0.02,0.01,0,0.98,0.97,0,0,"neptune",19
0,"tcp","name","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,20,0.01,0,0.99,1,0.07,0.05,0,255,20,0.08,0.06,0,0,0.02,0,0.98,1,"neptune",19
0,"tcp","daytime","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.06,0,0,0,0,1,1,"neptune",20
0,"tcp","uucp_path","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,15,0,0,1,1,0.07,0.08,0,255,15,0.06,0.08,0,0,0,0,1,1,"neptune",18
0,"tcp","domain","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,19,0,0,1,1,0.14,0.06,0,255,19,0.07,0.06,0,0,0,0,1,1,"neptune",19
0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,0,0,1,0,0,255,7,0.03,0.07,0,0,0.83,1,0.02,0,"neptune",18
0,"tcp","iso_tsap","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,11,1,1,0,0,0.04,0.06,0,255,11,0.04,0.06,0,0,1,1,0,0,"neptune",20
0,"tcp","discard","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,1,0,0,1,1,0,0.08,0,255,1,0,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","link","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,9,0,0,1,1,0.04,0.06,0,255,9,0.04,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","domain","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,18,0,0,1,1,0.06,0.06,0,255,18,0.07,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","finger","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,17,0,0,1,1,0.08,0.06,0,255,17,0.07,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","name","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,6,0.05,1,0.95,0,0.03,0.08,0,255,6,0.02,0.08,0,0,0.04,1,0.96,0,"neptune",20
0,"tcp","whois","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.07,0,0,0,0,1,1,"neptune",19
0,"tcp","vmnet","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,2,0,0,1,1,0.01,0.07,0,255,2,0.01,0.08,0,0,0,0,1,1,"neptune",20
0,"tcp","ctf","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,5,0,0,1,1,0.02,0.06,0,255,5,0.02,0.06,0,0,0,0,1,1,"neptune",18
0,"tcp","finger","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,16,1,1,0,0,0.24,0.06,0,255,37,0.15,0.04,0.02,0,0.82,0.97,0.02,0,"neptune",17
0,"tcp","vmnet","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,20,0,0,1,1,0.14,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1,"neptune",18
0,"tcp","supdup","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,20,0,0,1,1,0.07,0.06,0,255,20,0.08,0.07,0,0,0,0,1,1,"neptune",20
0,"tcp","whois","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,1,0,0,0.04,0.09,0,255,6,0.02,0.09,0,0,1,1,0,0,"neptune",18
0,"tcp","auth","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,13,0,0,1,1,0.06,0.07,0,255,13,0.05,0.07,0,0,0,0,1,1,"neptune",19
0,"tcp","auth","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,17,1,1,0,0,0.06,0.06,0,255,17,0.07,0.06,0,0,1,1,0,0,"neptune",20
